objectid,cl,logradouro,codbairro,bairro,total_transações,uso,média_percentual_transferido,média_área_terreno,média_valor_transação,média_valor_imóvel,principal_transação_mercado,ano_transação,source
1328978,126680,RUA CHOVE LA FORA,151,Guaratiba                 ,2,TERRITORIAL,100.0,300.0,26136.01,26136.01,COMPRA E VENDA,2021,Prefeitura da Cidade do Rio de Janeiro
1328979,135830,RUA ENRICO CARUSO,151,Guaratiba                 ,2,TERRITORIAL,100.0,360.0,64745.99,64745.99,COMPRA E VENDA,2021,Prefeitura da Cidade do Rio de Janeiro
1328980,136028,RUA TORRE DE PEDRA,151,Guaratiba                 ,2,TERRITORIAL,75.0,345.0,51107.765,65957.77,COMPRA E VENDA,2021,Prefeitura da Cidade do Rio de Janeiro
1328981,136036,RUA VARGEM DO CEDRO,151,Guaratiba                 ,2,TERRITORIAL,100.0,375.0,77932.79,77932.79,COMPRA E VENDA,2021,Prefeitura da Cidade do Rio de Janeiro
1328982,225391,RUA FRANCISCO MIGNONE,151,Guaratiba                 ,3,TERRITORIAL,100.0,416.0,167867.376666,167867.376666,COMPRA E VENDA,2021,Prefeitura da Cidade do Rio de Janeiro
1328983,225441,RUA WILSON SIMONAL,151,Guaratiba                 ,3,TERRITORIAL,100.0,658.0,434279.993333,434279.993333,COMPRA E VENDA,2021,Prefeitura da Cidade do Rio de Janeiro
1328984,497396,RUA FRANCISCO DE CASTRO NOBREGA,151,Guaratiba                 ,19,TERRITORIAL,100.0,248.052631,29909.340526,29909.340526,COMPRA E VENDA,2021,Prefeitura da Cidade do Rio de Janeiro
1328985,497461,RUA CARLOS CAFI FILHO,151,Guaratiba                 ,2,TERRITORIAL,100.0,244.5,33541.205,33541.205,COMPRA E VENDA,2021,Prefeitura da Cidade do Rio de Janeiro
1328986,126524,RUA SOLD JOSE WSOEK,153,Pedra de Guaratiba        ,2,TERRITORIAL,75.0,305.0,42042.0,56756.695,COMPRA E VENDA,2021,Prefeitura da Cidade do Rio de Janeiro
1328987,194449,RUA NOVO HORIZONTE DA VILA DO JOAO,157,Maré                      ,5,TERRITORIAL,100.0,725.0,46071.96,46071.96,COMPRA E VENDA,2021,Prefeitura da Cidade do Rio de Janeiro
1328988,079475,RUA PIRATININGA,029,Gávea                     ,2,TERRITORIAL,100.0,5588.5,4150000.01,4150000.01,COMPRA E VENDA,2022,Prefeitura da Cidade do Rio de Janeiro
1328989,160150,RUA ARTUR CARNAUBA,115,Jacarepaguá               ,2,TERRITORIAL,100.0,762.0,476437.505,476437.505,COMPRA E VENDA,2022,Prefeitura da Cidade do Rio de Janeiro
1328990,040931,ETR DOS TRES RIOS,120,Freguesia (Jacarepaguá)   ,2,TERRITORIAL,100.0,5079.0,1407526.555,1407526.555,COMPRA E VENDA,2022,Prefeitura da Cidade do Rio de Janeiro
1328991,229674,RUA JOAO FILGUEIRA - LELE (ARQUIT),121,Pechincha                 ,2,TERRITORIAL,75.0,368.5,98455.485,140390.225,COMPRA E VENDA,2022,Prefeitura da Cidade do Rio de Janeiro
1328992,048629,RUA MORRO DO OURO,091,Ribeira                   ,2,TERRITORIAL,100.0,501.0,257353.585,257353.585,COMPRA E VENDA,2021,Prefeitura da Cidade do Rio de Janeiro
1328993,120253,RUA CHALE,115,Jacarepaguá               ,2,TERRITORIAL,100.0,4650.0,476190.01,476190.01,COMPRA E VENDA,2021,Prefeitura da Cidade do Rio de Janeiro
1328994,160036,RUA FERNANDO JACQUES DA SILVA,115,Jacarepaguá               ,2,TERRITORIAL,100.0,1097.5,657112.515,657112.515,COMPRA E VENDA,2021,Prefeitura da Cidade do Rio de Janeiro
1328995,196782,RUA 251 PAA 10448/PAL 40481,115,Jacarepaguá               ,2,TERRITORIAL,100.0,15963.0,10363006.17,10363006.17,COMPRA E VENDA,2021,Prefeitura da Cidade do Rio de Janeiro
1328996,196808,RUA 261 PAA 10448/PAL 40481,115,Jacarepaguá               ,2,TERRITORIAL,100.0,15963.0,10363006.17,10363006.17,COMPRA E VENDA,2021,Prefeitura da Cidade do Rio de Janeiro
1328997,106187,RUA FRANS POST,120,Freguesia (Jacarepaguá)   ,2,TERRITORIAL,70.735,14728.0,672264.98,918111.555,COMPRA E VENDA,2021,Prefeitura da Cidade do Rio de Janeiro
1328998,145565,RUA PAULO EMILIO GOMES,120,Freguesia (Jacarepaguá)   ,2,TERRITORIAL,100.0,612.0,139639.505,139639.505,COMPRA E VENDA,2021,Prefeitura da Cidade do Rio de Janeiro
1328999,049072,AVN DOS MANANCIAIS,122,Taquara                   ,2,TERRITORIAL,100.0,6579.0,3168563.065,3168563.065,COMPRA E VENDA,2021,Prefeitura da Cidade do Rio de Janeiro
1329000,097600,RUA DES SAUL DE GUSMAO,127,Itanhangá                 ,3,TERRITORIAL,100.0,836.333333,1166666.67,1166666.67,COMPRA E VENDA,2021,Prefeitura da Cidade do Rio de Janeiro
1329001,117879,RUA 1 PAL 17678,127,Itanhangá                 ,2,TERRITORIAL,100.0,905.0,280828.02,280828.02,COMPRA E VENDA,2021,Prefeitura da Cidade do Rio de Janeiro
1329002,208074,RUA ARMANDO SARMENTO,127,Itanhangá                 ,4,TERRITORIAL,100.0,2437.25,1355499.9975,1355499.9975,COMPRA E VENDA,2021,Prefeitura da Cidade do Rio de Janeiro
1329003,085001,RUA INTEND COSTA PINTO,128,Barra da Tijuca           ,16,TERRITORIAL,100.0,394.375,1270758.87375,1270758.87375,COMPRA E VENDA,2021,Prefeitura da Cidade do Rio de Janeiro
1329004,120469,AVN PREF DULCIDIO CARDOSO,128,Barra da Tijuca           ,3,TERRITORIAL,100.0,1022.0,3065999.993333,3065999.993333,COMPRA E VENDA,2021,Prefeitura da Cidade do Rio de Janeiro
1329005,146902,RUA PAULO PEREIRA DA CAMARA,128,Barra da Tijuca           ,3,TERRITORIAL,100.0,763.333333,1968812.146666,1968812.146666,COMPRA E VENDA,2021,Prefeitura da Cidade do Rio de Janeiro
1329006,161976,RUA COLBERT COELHO,128,Barra da Tijuca           ,3,TERRITORIAL,100.0,916.333333,2519916.66,2519916.66,COMPRA E VENDA,2021,Prefeitura da Cidade do Rio de Janeiro
1329007,225565,RUA DORA LUCIA HIDALGO PEREZ,128,Barra da Tijuca           ,6,TERRITORIAL,100.0,718.0,1597370.156666,1597370.156666,COMPRA E VENDA,2021,Prefeitura da Cidade do Rio de Janeiro
1329008,225649,RUA PEDRO TEIXEIRA SOARES,128,Barra da Tijuca           ,3,TERRITORIAL,100.0,885.0,2107031.01,2107031.01,COMPRA E VENDA,2021,Prefeitura da Cidade do Rio de Janeiro
1329009,477661,RUA EDUARDO GALEANO (ESCRITOR),130,Vargem Pequena            ,2,TERRITORIAL,50.0,435.0,111389.405,222778.81,COMPRA E VENDA,2021,Prefeitura da Cidade do Rio de Janeiro
1329010,009571,RUA ZENITILDES ALVES MEIRA,131,Vargem Grande             ,11,TERRITORIAL,1.8,10000.0,30838.89,1713271.67,COMPRA E VENDA,2021,Prefeitura da Cidade do Rio de Janeiro
1329011,197384,RUA MARIO LISBOA DE CARVALHO,131,Vargem Grande             ,3,TERRITORIAL,100.0,590.333333,407604.75,407604.75,COMPRA E VENDA,2021,Prefeitura da Cidade do Rio de Janeiro
1329012,019109,AVN DW PLT 52 22 143,132,Recreio dos Bandeirantes  ,4,TERRITORIAL,100.0,600.0,476909.9875,476909.9875,COMPRA E VENDA,2021,Prefeitura da Cidade do Rio de Janeiro
1329013,035089,ETR DO PONTAL,132,Recreio dos Bandeirantes  ,3,TERRITORIAL,19.446666,1350.333333,208093.33,1332053.966666,COMPRA E VENDA,2021,Prefeitura da Cidade do Rio de Janeiro
1329014,044651,AVN EW PLT 52 22 143,132,Recreio dos Bandeirantes  ,14,TERRITORIAL,98.8,589.5,492691.851428,503364.928571,COMPRA E VENDA,2021,Prefeitura da Cidade do Rio de Janeiro
1329015,045120,AVN H W PLT 52 22 143,132,Recreio dos Bandeirantes  ,2,TERRITORIAL,100.0,600.0,621540.01,621540.01,COMPRA E VENDA,2021,Prefeitura da Cidade do Rio de Janeiro
1329016,047076,RUA 6W PAA 7611/PAL 22898,132,Recreio dos Bandeirantes  ,12,TERRITORIAL,100.0,479.166666,500762.4925,500762.4925,COMPRA E VENDA,2021,Prefeitura da Cidade do Rio de Janeiro
1329017,161018,AVN JOSE LUIZ FERRAZ,132,Recreio dos Bandeirantes  ,7,TERRITORIAL,42.971428,4587.142857,6787082.678571,52280762.103333,COMPRA E VENDA,2021,Prefeitura da Cidade do Rio de Janeiro
1329018,161232,RUA SANDRO MOREIRA,132,Recreio dos Bandeirantes  ,2,TERRITORIAL,100.0,1482.0,918683.935,918683.935,COMPRA E VENDA,2021,Prefeitura da Cidade do Rio de Janeiro
1329019,177907,RUA AZIZ AB'SABER,132,Recreio dos Bandeirantes  ,2,TERRITORIAL,10.0,3589.5,217728.99,2177289.9,COMPRA E VENDA,2021,Prefeitura da Cidade do Rio de Janeiro
1329020,196550,RUA ZELIO VALVERDE,132,Recreio dos Bandeirantes  ,3,TERRITORIAL,100.0,458.333333,571449.993333,571449.993333,COMPRA E VENDA,2021,Prefeitura da Cidade do Rio de Janeiro
1329021,037762,AVN DE SANTA CRUZ,142,Senador Camará            ,2,TERRITORIAL,100.0,357.5,107941.67,107941.67,COMPRA E VENDA,2021,Prefeitura da Cidade do Rio de Janeiro
1329022,211888,RUA ZEZE MACEDO (ATRIZ),143,Santíssimo                ,5,TERRITORIAL,100.0,137.6,25787.512,25787.512,COMPRA E VENDA,2021,Prefeitura da Cidade do Rio de Janeiro
1329023,263863,RUA LUIZ MENDES (RADIALISTA),144,Campo Grande,3,TERRITORIAL,100.0,146.666666,33233.216666,33233.216666,COMPRA E VENDA,2020,Prefeitura da Cidade do Rio de Janeiro
1329024,263871,RUA ADRIANO REIS (ATOR),144,Campo Grande,17,TERRITORIAL,100.0,130.823529,33479.224117,33479.224117,COMPRA E VENDA,2020,Prefeitura da Cidade do Rio de Janeiro
1329025,474536,RUA HUGO CARVANA (ATOR),144,Campo Grande,2,TERRITORIAL,62.5,164.5,24384.35,36996.935,COMPRA E VENDA,2020,Prefeitura da Cidade do Rio de Janeiro
1329026,226829,RUA F PAA 12041/PAL 46726,147,Cosmos                    ,2,TERRITORIAL,100.0,190.0,33062.03,33062.03,COMPRA E VENDA,2020,Prefeitura da Cidade do Rio de Janeiro
1329027,119560,RUA CAJAMAR,148,Paciência                 ,2,TERRITORIAL,100.0,240.0,59106.07,59106.07,COMPRA E VENDA,2020,Prefeitura da Cidade do Rio de Janeiro
1329028,000760,RUA DOM VICOSO,151,Guaratiba                 ,2,TERRITORIAL,100.0,360.0,58766.4,58766.4,COMPRA E VENDA,2020,Prefeitura da Cidade do Rio de Janeiro
1329029,007674,RUA TAIPU,151,Guaratiba                 ,2,TERRITORIAL,100.0,241.0,42688.79,42688.79,COMPRA E VENDA,2020,Prefeitura da Cidade do Rio de Janeiro
1329030,031286,ETR DA MATRIZ,151,Guaratiba                 ,2,TERRITORIAL,100.0,442.5,135194.395,135194.395,COMPRA E VENDA,2020,Prefeitura da Cidade do Rio de Janeiro
1329031,031690,ETR DO MORGADO,151,Guaratiba                 ,3,TERRITORIAL,100.0,2020.0,136223.99,136223.99,COMPRA E VENDA,2020,Prefeitura da Cidade do Rio de Janeiro
1329032,125740,RUA 38 PAL 18529,151,Guaratiba                 ,15,TERRITORIAL,100.0,300.0,29462.394,29462.394,COMPRA E VENDA,2020,Prefeitura da Cidade do Rio de Janeiro
1329033,125872,RUA SIMAO ISAAC BENJO (ADVOGADO),151,Guaratiba                 ,2,TERRITORIAL,100.0,315.0,39204.0,39204.0,COMPRA E VENDA,2020,Prefeitura da Cidade do Rio de Janeiro
1329034,225417,RUA LUIZ CHAVES,151,Guaratiba                 ,5,TERRITORIAL,80.0,545.8,251838.554,331830.554,COMPRA E VENDA,2020,Prefeitura da Cidade do Rio de Janeiro
1329035,225433,RUA ROBERTO MARTINS,151,Guaratiba                 ,2,TERRITORIAL,100.0,623.5,411509.995,411509.995,COMPRA E VENDA,2020,Prefeitura da Cidade do Rio de Janeiro
1329036,497396,RUA FRANCISCO DE CASTRO NOBREGA,151,Guaratiba                 ,14,TERRITORIAL,100.0,247.428571,34381.283571,34381.283571,COMPRA E VENDA,2020,Prefeitura da Cidade do Rio de Janeiro
1329037,497461,RUA CARLOS CAFI FILHO,151,Guaratiba                 ,3,TERRITORIAL,100.0,243.0,34993.19,34993.19,COMPRA E VENDA,2020,Prefeitura da Cidade do Rio de Janeiro
1329038,013862,ETR ROBERTO BURLE MARX,152,Barra de Guaratiba        ,2,TERRITORIAL,50.07,229241.5,575174.265,1667246.79,COMPRA E VENDA,2020,Prefeitura da Cidade do Rio de Janeiro
1329039,068643,RUA CONDE DE IRAJA,020,Botafogo                  ,6,TERRITORIAL,50.0,508.666666,4299999.995,8599999.995,COMPRA E VENDA,2021,Prefeitura da Cidade do Rio de Janeiro
1329040,078857,RUA PAULINO FERNANDES,020,Botafogo                  ,2,TERRITORIAL,100.0,277.5,3027879.9,3027879.9,COMPRA E VENDA,2021,Prefeitura da Cidade do Rio de Janeiro
1329041,086710,RUA CODAJAS,026,Leblon                    ,2,TERRITORIAL,100.0,1146.0,13999999.99,13999999.99,COMPRA E VENDA,2021,Prefeitura da Cidade do Rio de Janeiro
1329042,087312,RUA TTE MARCIO PINTO,029,Gávea                     ,2,TERRITORIAL,100.0,908.5,1020299.985,1020299.985,COMPRA E VENDA,2021,Prefeitura da Cidade do Rio de Janeiro
1329043,089029,RUA PROF HELION POVOA,033,Tijuca                    ,2,TERRITORIAL,54.94,47429.0,19896048.755,105347832.665,COMPRA E VENDA,2021,Prefeitura da Cidade do Rio de Janeiro
1329044,050237,RUA ARIPUA,109,Ricardo de Albuquerque    ,2,TERRITORIAL,100.0,523.5,86004.795,86004.795,COMPRA E VENDA,2021,Prefeitura da Cidade do Rio de Janeiro
1329045,024331,ETR DOS BANDEIRANTES,115,Jacarepaguá               ,4,TERRITORIAL,100.0,21038.5,1629481.6275,1629481.6275,COMPRA E VENDA,2021,Prefeitura da Cidade do Rio de Janeiro
1329046,035238,ETR CEL PEDRO CORREIA,115,Jacarepaguá               ,2,TERRITORIAL,100.0,1300.0,808829.99,808829.99,COMPRA E VENDA,2021,Prefeitura da Cidade do Rio de Janeiro
1329047,187427,RUA CAMARUCU,115,Jacarepaguá               ,2,TERRITORIAL,100.0,2110.5,454723.5,454723.5,COMPRA E VENDA,2021,Prefeitura da Cidade do Rio de Janeiro
1329048,196675,AVN N-O PAA 10448/PAL 40481,115,Jacarepaguá               ,3,TERRITORIAL,100.0,15963.0,10363006.17,10363006.17,COMPRA E VENDA,2021,Prefeitura da Cidade do Rio de Janeiro
1329049,196725,RUA 141 PAA 10448/PAL 40481,115,Jacarepaguá               ,2,TERRITORIAL,100.0,15963.0,10363006.17,10363006.17,COMPRA E VENDA,2021,Prefeitura da Cidade do Rio de Janeiro
1329050,196741,RUA 151 PAA 10448/PAL 40481,115,Jacarepaguá               ,2,TERRITORIAL,100.0,15963.0,10363006.17,10363006.17,COMPRA E VENDA,2021,Prefeitura da Cidade do Rio de Janeiro
1329051,021089,RUA EDGARD WERNECK,120,Freguesia (Jacarepaguá)   ,2,TERRITORIAL,100.0,120.0,84645.005,84645.005,COMPRA E VENDA,2021,Prefeitura da Cidade do Rio de Janeiro
1329052,229641,RUA DOMINGOS PASCHOAL CEGALLA(GRAM,121,Pechincha                 ,6,TERRITORIAL,66.666666,403.5,94549.708333,141694.92,COMPRA E VENDA,2021,Prefeitura da Cidade do Rio de Janeiro
1329053,229666,RUA AS ROSAS NAO FALAM,121,Pechincha                 ,3,TERRITORIAL,49.993333,448.666666,100349.023333,200718.046666,COMPRA E VENDA,2021,Prefeitura da Cidade do Rio de Janeiro
1329054,088021,AVN BELISARIO LEITE DE ANDRADE NET,128,Barra da Tijuca           ,3,TERRITORIAL,40.5,700.0,4094166.66,11555555.46,COMPRA E VENDA,2021,Prefeitura da Cidade do Rio de Janeiro
1329055,037515,RUA SA VIANA,038,Grajaú                    ,2,TERRITORIAL,100.0,575.0,1697000.01,1697000.01,COMPRA E VENDA,2021,Prefeitura da Cidade do Rio de Janeiro
1329056,075580,RUA LUIZ CAMARA,041,Ramos                     ,4,TERRITORIAL,100.0,513.75,104824.4775,104824.4775,COMPRA E VENDA,2021,Prefeitura da Cidade do Rio de Janeiro
1329057,049163,RUA TIMBOACU,115,Jacarepaguá               ,3,TERRITORIAL,100.0,1213.0,231877.803333,231877.803333,COMPRA E VENDA,2021,Prefeitura da Cidade do Rio de Janeiro
1329058,120188,RUA LEONARDO VILASBOAS,115,Jacarepaguá               ,2,TERRITORIAL,100.0,3000.0,912779.95,912779.95,COMPRA E VENDA,2021,Prefeitura da Cidade do Rio de Janeiro
1329059,196618,AVN 1 PAA 10448/PAL 40481,115,Jacarepaguá               ,6,TERRITORIAL,100.0,15963.0,10363006.17,10363006.17,COMPRA E VENDA,2021,Prefeitura da Cidade do Rio de Janeiro
1329060,196766,RUA 241 PAA 10448/PAL 40481,115,Jacarepaguá               ,2,TERRITORIAL,100.0,15963.0,10363006.17,10363006.17,COMPRA E VENDA,2021,Prefeitura da Cidade do Rio de Janeiro
1329061,255836,RUA ALBERTO LIPORACI (COSTUREIRO),115,Jacarepaguá               ,2,TERRITORIAL,100.0,579.5,204600.0,204600.0,COMPRA E VENDA,2021,Prefeitura da Cidade do Rio de Janeiro
1329062,143230,RUA PANORAMA,120,Freguesia (Jacarepaguá)   ,2,TERRITORIAL,100.0,225.5,148593.235,148593.235,COMPRA E VENDA,2021,Prefeitura da Cidade do Rio de Janeiro
1329063,219998,RUA MYRTHES WENZEL,120,Freguesia (Jacarepaguá)   ,4,TERRITORIAL,100.0,256.25,152010.48,152010.48,COMPRA E VENDA,2021,Prefeitura da Cidade do Rio de Janeiro
1329064,157644,RUA ALDO REBELLO,121,Pechincha                 ,3,TERRITORIAL,100.0,516.666666,336014.24,336014.24,COMPRA E VENDA,2021,Prefeitura da Cidade do Rio de Janeiro
1329065,150854,RUA MONTE VERDE,122,Taquara                   ,2,TERRITORIAL,100.0,250.0,182143.5,182143.5,COMPRA E VENDA,2021,Prefeitura da Cidade do Rio de Janeiro
1329066,201392,RUA FRANCISCO MORAZAN,128,Barra da Tijuca           ,4,TERRITORIAL,100.0,1394.0,1826140.005,1826140.005,COMPRA E VENDA,2021,Prefeitura da Cidade do Rio de Janeiro
1329067,223511,RUA PAULO SANTOS,128,Barra da Tijuca           ,4,TERRITORIAL,100.0,720.75,1982062.495,1982062.495,COMPRA E VENDA,2021,Prefeitura da Cidade do Rio de Janeiro
1329068,225680,RUA MARIA AMELIA BUARQUE D HOLANDA,128,Barra da Tijuca           ,8,TERRITORIAL,100.0,832.75,1867787.8825,1867787.8825,COMPRA E VENDA,2021,Prefeitura da Cidade do Rio de Janeiro
1329069,225706,RUA ESTER DE FIGUEIREDO FERRAZ,128,Barra da Tijuca           ,4,TERRITORIAL,100.0,845.5,1848903.255,1848903.255,COMPRA E VENDA,2021,Prefeitura da Cidade do Rio de Janeiro
1329070,024331,ETR DOS BANDEIRANTES,130,Vargem Pequena            ,5,TERRITORIAL,61.08,20671.4,1942533.764,3212010.756,COMPRA E VENDA,2021,Prefeitura da Cidade do Rio de Janeiro
1329071,090068,RUA PAULO JOSE MAHFUD,130,Vargem Pequena            ,10,TERRITORIAL,100.0,14031.0,277453.396,277453.396,COMPRA E VENDA,2021,Prefeitura da Cidade do Rio de Janeiro
1329072,170191,RUA JOAO DO VALE,130,Vargem Pequena            ,2,TERRITORIAL,51.665,5235.0,993735.645,1962677.49,COMPRA E VENDA,2021,Prefeitura da Cidade do Rio de Janeiro
1329073,477612,RUA JOSE GOMES TALARICO (DEP E JOR,130,Vargem Pequena            ,2,TERRITORIAL,75.0,343.5,151038.745,203556.26,COMPRA E VENDA,2021,Prefeitura da Cidade do Rio de Janeiro
1329074,024331,ETR DOS BANDEIRANTES,131,Vargem Grande             ,4,TERRITORIAL,100.0,2038.75,857894.2625,857894.2625,COMPRA E VENDA,2021,Prefeitura da Cidade do Rio de Janeiro
1329075,090944,RUA SANTA AMERICA,131,Vargem Grande             ,2,TERRITORIAL,100.0,1317.0,525326.69,525326.69,COMPRA E VENDA,2021,Prefeitura da Cidade do Rio de Janeiro
1329076,101295,SRV PAS 2 PAL 19170,131,Vargem Grande             ,9,TERRITORIAL,3.044444,10430.666666,96585.247777,3189817.922222,COMPRA E VENDA,2021,Prefeitura da Cidade do Rio de Janeiro
1329077,044909,AVN FW,132,Recreio dos Bandeirantes  ,16,TERRITORIAL,100.0,553.125,710488.645,710488.645,COMPRA E VENDA,2021,Prefeitura da Cidade do Rio de Janeiro
1329078,047662,RUA 7 E 7-W PAL 22898,132,Recreio dos Bandeirantes  ,2,TERRITORIAL,100.0,655.0,613702.845,613702.845,COMPRA E VENDA,2021,Prefeitura da Cidade do Rio de Janeiro
1329079,101345,VIA SERV D PAL 19170,132,Recreio dos Bandeirantes  ,2,TERRITORIAL,100.0,5916.0,5840600.0,5840600.0,COMPRA E VENDA,2021,Prefeitura da Cidade do Rio de Janeiro
1329080,104273,RUA IVO BORGES,132,Recreio dos Bandeirantes  ,4,TERRITORIAL,10.2275,630.0,6213628.6425,68131563.2625,COMPRA E VENDA,2021,Prefeitura da Cidade do Rio de Janeiro
1329081,104711,AVN GILKA MACHADO,132,Recreio dos Bandeirantes  ,2,TERRITORIAL,75.0,630.0,905999.985,1207999.98,COMPRA E VENDA,2021,Prefeitura da Cidade do Rio de Janeiro
1329082,104729,AVN GLAUCIO GIL,132,Recreio dos Bandeirantes  ,2,TERRITORIAL,80.0,650.5,1545000.005,2025000.005,COMPRA E VENDA,2021,Prefeitura da Cidade do Rio de Janeiro
1329083,130864,RUA EDUARDO COLLIER FILHO 22898,132,Recreio dos Bandeirantes  ,2,TERRITORIAL,100.0,600.0,905000.0,905000.0,COMPRA E VENDA,2021,Prefeitura da Cidade do Rio de Janeiro
1329084,022962,RUA FRANCISCO REAL,141,Bangu,2,TERRITORIAL,100.0,359.5,155509.215,155509.215,COMPRA E VENDA,2021,Prefeitura da Cidade do Rio de Janeiro
1329085,187146,RUA PEDRO POMAR,141,Bangu,2,TERRITORIAL,100.0,225.0,47863.2,47863.2,COMPRA E VENDA,2021,Prefeitura da Cidade do Rio de Janeiro
1329086,184366,RUA ALVARO SANTIAGO SOBRINHO,142,Senador Camará            ,2,TERRITORIAL,100.0,321.5,55495.435,55495.435,COMPRA E VENDA,2021,Prefeitura da Cidade do Rio de Janeiro
1329087,207407,RUA PROFA CARMEN AGUIAR DE MATTOS,123,Tanque                    ,2,TERRITORIAL,100.0,228.5,113992.43,113992.43,COMPRA E VENDA,2022,Prefeitura da Cidade do Rio de Janeiro
1329088,097576,RUA ENGEN PIRES DO RIO,127,Itanhangá                 ,3,TERRITORIAL,100.0,1210.333333,2639870.296666,2639870.296666,COMPRA E VENDA,2022,Prefeitura da Cidade do Rio de Janeiro
1329089,144824,RUA PETRONIO CASTRO E SOUZA,128,Barra da Tijuca           ,2,TERRITORIAL,100.0,527.0,1104065.005,1104065.005,COMPRA E VENDA,2022,Prefeitura da Cidade do Rio de Janeiro
1329090,024331,ETR DOS BANDEIRANTES,130,Vargem Pequena            ,4,TERRITORIAL,75.675,5934.5,1173817.31,2039369.73,COMPRA E VENDA,2022,Prefeitura da Cidade do Rio de Janeiro
1329091,217182,RUA A PAA 11786/PAL 45722,130,Vargem Pequena            ,4,TERRITORIAL,100.0,454.75,273444.84,273444.84,COMPRA E VENDA,2022,Prefeitura da Cidade do Rio de Janeiro
1329092,219857,RUA WELLINGTON JONES PAIVA,130,Vargem Pequena            ,3,TERRITORIAL,35.733333,2027.666666,100627.156666,1435735.92,COMPRA E VENDA,2022,Prefeitura da Cidade do Rio de Janeiro
1329093,227264,RUA JOSUE MONTELLO,130,Vargem Pequena            ,2,TERRITORIAL,100.0,450.0,184990.5,184990.5,COMPRA E VENDA,2022,Prefeitura da Cidade do Rio de Janeiro
1329094,101295,SRV PAS 2 PAL 19170,131,Vargem Grande             ,8,TERRITORIAL,39.69,10317.25,896008.18375,2459892.035,COMPRA E VENDA,2022,Prefeitura da Cidade do Rio de Janeiro
1329095,197459,RUA LEONY ANSELMO,131,Vargem Grande             ,5,TERRITORIAL,83.334,403.8,193677.88,380486.234,COMPRA E VENDA,2022,Prefeitura da Cidade do Rio de Janeiro
1329096,103952,RUA ZEFERINO DE FARIA,132,Recreio dos Bandeirantes  ,2,TERRITORIAL,44.075,595.0,661117.99,1500042.17,COMPRA E VENDA,2022,Prefeitura da Cidade do Rio de Janeiro
1329097,104174,RUA MINIST ALIOMAR BALEEIRO,132,Recreio dos Bandeirantes  ,2,TERRITORIAL,100.0,810.0,3054999.985,3054999.985,COMPRA E VENDA,2022,Prefeitura da Cidade do Rio de Janeiro
1329098,104190,RUA ALMTE ARY RONGEL,132,Recreio dos Bandeirantes  ,2,TERRITORIAL,100.0,630.0,1373000.01,1373000.01,COMPRA E VENDA,2022,Prefeitura da Cidade do Rio de Janeiro
1329099,161018,AVN JOSE LUIZ FERRAZ,132,Recreio dos Bandeirantes  ,35,TERRITORIAL,40.176571,4240.457142,301091.778571,61362678.700857,COMPRA E VENDA,2022,Prefeitura da Cidade do Rio de Janeiro
1329100,161232,RUA SANDRO MOREIRA,132,Recreio dos Bandeirantes  ,3,TERRITORIAL,100.0,641.666666,1074999.98,1074999.98,COMPRA E VENDA,2022,Prefeitura da Cidade do Rio de Janeiro
1329101,474460,AVN GEORGE SAVALLA (PALHACO CAREQ),132,Recreio dos Bandeirantes  ,2,TERRITORIAL,100.0,3051.5,1831904.245,1831904.245,COMPRA E VENDA,2022,Prefeitura da Cidade do Rio de Janeiro
1329102,475111,RUA A PAA 12275/PAL 47697,132,Recreio dos Bandeirantes  ,3,TERRITORIAL,50.0,526.666666,375000.01,750000.02,COMPRA E VENDA,2022,Prefeitura da Cidade do Rio de Janeiro
1329103,200279,RUA AFRODITE,140,Padre Miguel              ,3,TERRITORIAL,100.0,128.0,62480.9,62480.9,COMPRA E VENDA,2022,Prefeitura da Cidade do Rio de Janeiro
1329104,211896,RUA WILSON GRAY (ATOR),143,Santíssimo                ,9,TERRITORIAL,100.0,126.0,23958.02,23958.02,COMPRA E VENDA,2022,Prefeitura da Cidade do Rio de Janeiro
1329105,215723,RUA B PAA 11663/PAL 45187,143,Santíssimo                ,4,TERRITORIAL,100.0,125.25,23478.8325,23478.8325,COMPRA E VENDA,2022,Prefeitura da Cidade do Rio de Janeiro
1329106,027078,RUA JICARA,144,Campo Grande,2,TERRITORIAL,100.0,861.0,256768.51,256768.51,COMPRA E VENDA,2022,Prefeitura da Cidade do Rio de Janeiro
1329107,034124,ETR DO PEDREGOSO,144,Campo Grande,3,TERRITORIAL,100.0,139.333333,55357.14,55357.14,COMPRA E VENDA,2022,Prefeitura da Cidade do Rio de Janeiro
1329108,130260,RUA F PAL 19789,144,Campo Grande,2,TERRITORIAL,75.0,430.0,70149.99,98899.98,COMPRA E VENDA,2022,Prefeitura da Cidade do Rio de Janeiro
1329109,163329,RUA ROBERTO SERGIO OAZEN,144,Campo Grande,2,TERRITORIAL,100.0,153.0,46321.91,46321.91,COMPRA E VENDA,2022,Prefeitura da Cidade do Rio de Janeiro
1329110,175224,RUA JOAO FERREIRA,144,Campo Grande,3,TERRITORIAL,100.0,270.0,55159.12,55159.12,COMPRA E VENDA,2022,Prefeitura da Cidade do Rio de Janeiro
1329111,228445,RUA 8 PAA 11519/PAL 44874,144,Campo Grande,3,TERRITORIAL,100.0,177.0,50234.166666,50234.166666,COMPRA E VENDA,2022,Prefeitura da Cidade do Rio de Janeiro
