objectid,cl,logradouro,codbairro,bairro,total_transações,uso,média_percentual_transferido,média_área_terreno,média_valor_transação,média_valor_imóvel,principal_transação_mercado,ano_transação,source
1330268,095620,SRV M PLT 515512915,132,Recreio dos Bandeirantes  ,7,TERRITORIAL,46.97,10151.0,4836839.308571,12504560.222857,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330269,103614,RUA ROBERVAL CORDEIRO DE FARIAS,132,Recreio dos Bandeirantes  ,9,TERRITORIAL,6.177777,443.0,71168.007777,1152000.137777,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330270,104232,RUA SERGIO BRANCO SOARES,132,Recreio dos Bandeirantes  ,3,TERRITORIAL,66.713333,669.0,551133.333333,31317526.186666,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330271,104323,RUA HENRIQUE STAMILE COUTINHO,132,Recreio dos Bandeirantes  ,9,TERRITORIAL,19.675555,658.111111,157500.001111,803953.136666,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330272,104711,AVN GILKA MACHADO,132,Recreio dos Bandeirantes  ,6,TERRITORIAL,50.415,4040.333333,508211.775,20983053.068333,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330273,159392,RUA ORLANDO MADEIRA DE LEY,132,Recreio dos Bandeirantes  ,3,TERRITORIAL,50.0,630.0,377999.99,755999.98,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330274,165043,RUA JOSE AMERICO DE ALMEIDA,132,Recreio dos Bandeirantes  ,4,TERRITORIAL,55.625,600.0,826250.005,1482500.05,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330275,177915,RUA 8 PAL 22898,132,Recreio dos Bandeirantes  ,3,TERRITORIAL,100.0,1436.0,650289.333333,650289.333333,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330276,220921,RUA CARMEN LYS BRAGA,132,Recreio dos Bandeirantes  ,3,TERRITORIAL,66.666666,498.666666,245054.166666,366383.333333,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330277,224071,RUA PAULO KLABIN,132,Recreio dos Bandeirantes  ,4,TERRITORIAL,50.0,672.0,319317.8725,638541.27,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330278,227645,RUA ELISIO DE OLIVEIRA BELCHIOR,132,Recreio dos Bandeirantes  ,20,TERRITORIAL,50.0,535.25,326589.7655,653179.531,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330279,131284,AVN PIRPIRITUBA,139,Realengo                  ,2,TERRITORIAL,100.0,310.0,57570.83,57570.83,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330280,153759,RUA SILVIO PERDIGAO,139,Realengo                  ,2,TERRITORIAL,100.0,349.0,50505.32,50505.32,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330281,155036,RUA EDGAR LIMA,140,Padre Miguel              ,2,TERRITORIAL,100.0,131.5,10384.7,10384.7,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330282,154898,RUA WASHINGTON LIMA,141,Bangu,2,TERRITORIAL,100.0,202.5,78746.67,78746.67,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330283,165373,RUA ENGEN BELTRAO,141,Bangu,2,TERRITORIAL,100.0,160.0,19696.75,19696.75,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330284,165639,RUA MODESTO DE SOUSA,141,Bangu,2,TERRITORIAL,100.0,148.0,30574.19,30574.19,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330285,202382,RUA JOAO CANDIDO CORREA,141,Bangu,3,TERRITORIAL,100.0,1001.0,82650.0,82650.0,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330286,203059,RUA HOMERO PINTO CAPUTO,141,Bangu,2,TERRITORIAL,100.0,165.5,19213.775,19213.775,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330287,184366,RUA ALVARO SANTIAGO SOBRINHO,142,Senador Camará            ,2,TERRITORIAL,100.0,225.0,8828.68,8828.68,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330288,116467,RUA 22 PAL 24477,143,Santíssimo                ,13,TERRITORIAL,100.0,299.923076,15390.55,15390.55,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330289,004788,RUA SOLD FRANCISCO SAVASTANA,144,Campo Grande,2,TERRITORIAL,80.0,270.0,41743.01,52178.76,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330290,015263,ETR CACHAMORRA,144,Campo Grande,16,TERRITORIAL,82.72625,8258.8125,103250.269375,239101.445,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330291,021360,RUA VITOR ALVES,144,Campo Grande,2,TERRITORIAL,100.0,212.5,52712.025,52712.025,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330292,031609,ETR DO MONTEIRO,144,Campo Grande,5,TERRITORIAL,80.014,5507.2,381673.518,780942.406,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330293,037077,ETR RIO SAO PAULO,144,Campo Grande,7,TERRITORIAL,100.0,635.285714,13588.575714,13588.575714,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330294,037838,ETR SANTA MARIA,144,Campo Grande,2,TERRITORIAL,100.0,379.5,67165.31,67165.31,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330295,040873,ETR DO TINGUI,144,Campo Grande,14,TERRITORIAL,100.0,2786.571428,13062.469285,13062.469285,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330296,053157,RUA CAMPINA GRANDE,144,Campo Grande,5,TERRITORIAL,100.0,134.4,30288.72,30288.72,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330297,100024,RUA SARG ARGOLO SACRAMENTO,144,Campo Grande,2,TERRITORIAL,100.0,1007.0,94736.14,94736.14,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330298,102061,AVN ALHAMBRA,144,Campo Grande,4,TERRITORIAL,100.0,5388.75,130870.055,130870.055,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330299,130252,RUA E PAL 19789,144,Campo Grande,6,TERRITORIAL,100.0,416.0,14472.815,14472.815,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330300,137224,RUA JOAO CIRILO DE OLIVEIRA,144,Campo Grande,5,TERRITORIAL,100.0,375.8,12317.604,12317.604,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330301,138073,RUA EDISON CARNEIRO,144,Campo Grande,2,TERRITORIAL,100.0,142.0,23800.74,23800.74,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330302,159335,RUA HELIA COSTA,144,Campo Grande,2,TERRITORIAL,100.0,158.0,13884.945,13884.945,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330303,161752,RUA MAXIMO SADA RODELES,144,Campo Grande,2,TERRITORIAL,100.0,168.5,15605.355,15605.355,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330304,161869,RUA SERAFIM SOPHIA,144,Campo Grande,4,TERRITORIAL,100.0,161.0,22242.17,22242.17,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330305,170654,RUA HAROLDO DE FREITAS CAMACHO,144,Campo Grande,2,TERRITORIAL,100.0,120.0,10272.82,10272.82,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330306,175125,RUA HERMENEGILDO TEIXEIRA LOYOLA,144,Campo Grande,5,TERRITORIAL,100.0,99.4,29784.32,29784.32,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330307,175190,RUA JOAQUIM PEREIRA VIANA,144,Campo Grande,3,TERRITORIAL,100.0,444.666666,15705.88,15705.88,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330308,178152,RUA ALUISIO PALHANO,144,Campo Grande,3,TERRITORIAL,100.0,251.333333,45669.463333,45669.463333,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330309,181099,RUA JOAO ANTONIO MESPLE,144,Campo Grande,3,TERRITORIAL,100.0,153.0,28172.3,28172.3,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330310,181107,RUA TORQUATO DE ARAUJO NETO,144,Campo Grande,4,TERRITORIAL,100.0,195.25,49774.5125,49774.5125,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330311,197905,RUA NEIF ANTONIO ALEM,144,Campo Grande,2,TERRITORIAL,100.0,225.0,47088.17,47088.17,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330312,198747,RUA PERCILIANA E DO NASCIMENTO,144,Campo Grande,2,TERRITORIAL,100.0,154.0,28172.3,28172.3,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330313,203240,RUA ITAMARAJU,144,Campo Grande,5,TERRITORIAL,100.0,164.2,37483.644,37483.644,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330314,203265,RUA PALMARES DO SUL,144,Campo Grande,2,TERRITORIAL,100.0,165.0,38797.89,38797.89,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330315,206771,RUA SYLVIO MAGALHAES LUSTOSA,144,Campo Grande,2,TERRITORIAL,100.0,245.0,28143.1,28143.1,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330316,207456,RUA 1 PAL 40649,144,Campo Grande,3,TERRITORIAL,100.0,186.0,29791.39,29791.39,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330317,211763,RUA ORLANDO DE OLIVEIRA DANTAS,144,Campo Grande,2,TERRITORIAL,100.0,128.0,27490.365,27490.365,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330318,212027,RUA ARTUR DA TAVOLA (ESCRITOR),144,Campo Grande,5,TERRITORIAL,100.0,136.0,10360.238,10360.238,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330319,213728,RUA NELSON MACHADO (ARQ),144,Campo Grande,2,TERRITORIAL,100.0,136.0,26501.93,26501.93,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330320,214239,RUA FRANCISCO IGLESIAS,144,Campo Grande,9,TERRITORIAL,100.0,189.0,43391.061111,43391.061111,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330321,214288,RUA HELENA MEIRELES,144,Campo Grande,2,TERRITORIAL,100.0,184.5,52866.25,52866.25,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330322,214858,RUA JACQUES COUSTEAU,144,Campo Grande,2,TERRITORIAL,100.0,163.5,5901.41,5901.41,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330323,214866,RUA ZOZA MEDICIS,144,Campo Grande,4,TERRITORIAL,100.0,128.0,6185.115,6185.115,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330324,167510,RUA SANTA ROSA,143,Santíssimo                ,2,TERRITORIAL,100.0,174.0,9576.335,9576.335,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330325,197251,RUA PAULO ROBERTO MARQUES,143,Santíssimo                ,2,TERRITORIAL,75.0,176.0,11958.09,17431.97,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330326,001743,AVN MARIA TERESA PAL 19275,144,Campo Grande,3,TERRITORIAL,100.0,635.333333,48390.93,48390.93,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330327,014746,RUA GUARAJUS,144,Campo Grande,2,TERRITORIAL,100.0,2297.0,110503.395,110503.395,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330328,017152,AVN CESARIO DE MELO,144,Campo Grande,3,TERRITORIAL,100.0,405.333333,90177.993333,90177.993333,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330329,047860,RUA ECAUNA,144,Campo Grande,2,TERRITORIAL,100.0,299.5,50515.835,50515.835,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330330,096917,RUA MARIO GIBSON BARBOSA,144,Campo Grande,2,TERRITORIAL,100.0,144.0,13884.945,13884.945,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330331,110486,AVN MARIANA,144,Campo Grande,2,TERRITORIAL,100.0,250.0,46004.285,46004.285,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330332,130245,RUA D PAL 19789,144,Campo Grande,8,TERRITORIAL,100.0,457.625,20761.09125,20761.09125,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330333,161851,RUA AMILCAR DA SILVA FERNANDES,144,Campo Grande,2,TERRITORIAL,100.0,135.0,13457.84,13457.84,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330334,162040,RUA ARY DE OLIVEIRA LIMA,144,Campo Grande,2,TERRITORIAL,100.0,206.0,45179.18,45179.18,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330335,163147,RUA ABEL FERREIRA,144,Campo Grande,2,TERRITORIAL,100.0,261.5,80291.67,80291.67,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330336,163295,RUA HENRIQUE CARDOSO MIRANDA,144,Campo Grande,2,TERRITORIAL,100.0,153.0,31271.195,31271.195,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330337,170597,RUA DAS NESPERAS,144,Campo Grande,3,TERRITORIAL,100.0,120.0,10272.82,10272.82,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330338,170662,RUA CONCEICAO MARIA MARTINS,144,Campo Grande,2,TERRITORIAL,100.0,120.0,14377.455,14377.455,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330339,170696,RUA DOM FELICIANO,144,Campo Grande,2,TERRITORIAL,100.0,120.0,14377.455,14377.455,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330340,170936,RUA NANUQUE,144,Campo Grande,2,TERRITORIAL,100.0,66.0,15254.12,15254.12,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330341,175182,RUA PEDRO SEIXAS,144,Campo Grande,2,TERRITORIAL,100.0,113.5,35701.105,35701.105,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330342,178202,RUA SOLON BOTELHO,144,Campo Grande,2,TERRITORIAL,100.0,225.0,40955.04,40955.04,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330343,178244,RUA RAIMUNDO MONIZ CANTANHEDE,144,Campo Grande,14,TERRITORIAL,100.0,255.0,55526.334285,55526.334285,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330344,182899,RUA ENGEN ORLANDO BARBOSA,144,Campo Grande,2,TERRITORIAL,100.0,153.0,25044.74,25044.74,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330345,197798,AVN DOMINGOS VIEIRA MUNIZ,144,Campo Grande,2,TERRITORIAL,100.0,222.0,34001.05,34001.05,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330346,197863,RUA JAIR DA SILVA RIBAS,144,Campo Grande,3,TERRITORIAL,83.333333,225.0,39527.893333,45518.55,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330347,198085,RUA SONIA MENDONCA FERREIRA,144,Campo Grande,3,TERRITORIAL,100.0,178.333333,25581.736666,25581.736666,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330348,198655,RUA JOSE ALFREDO DE MARSILLAC,144,Campo Grande,4,TERRITORIAL,100.0,156.5,10945.2525,10945.2525,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330349,198721,RUA JOAO GUALBERTO BRAGA,144,Campo Grande,5,TERRITORIAL,100.0,227.8,46382.692,46382.692,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330350,198739,RUA MARIA JOSE AFFONSO FERNANDES,144,Campo Grande,4,TERRITORIAL,100.0,153.0,30355.955,30355.955,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330351,199307,RUA BELGICA,144,Campo Grande,3,TERRITORIAL,100.0,153.0,34799.976666,34799.976666,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330352,199315,RUA HOLANDA,144,Campo Grande,5,TERRITORIAL,100.0,153.0,37177.588,37177.588,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330353,199398,RUA HUNGRIA,144,Campo Grande,3,TERRITORIAL,100.0,128.0,24729.056666,24729.056666,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330354,208249,RUA JOSE DANTAS DE OLIVEIRA,144,Campo Grande,2,TERRITORIAL,100.0,128.0,27264.475,27264.475,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330355,211326,RUA JOAO MARQUES FERREIRA,144,Campo Grande,3,TERRITORIAL,100.0,128.0,27332.346666,27332.346666,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330356,211631,RUA FRANCISCO FERNANDES DA CUNHA,144,Campo Grande,2,TERRITORIAL,100.0,144.0,25743.66,25743.66,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330357,216572,RUA A PAA 11788/PAL 45736,144,Campo Grande,2,TERRITORIAL,100.0,145.0,26715.11,26715.11,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330358,221242,RUA GELSON DOMINGOS (CINEG),144,Campo Grande,2,TERRITORIAL,50.0,360.0,7949.49,15898.98,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330359,101337,VIA SERV B PAL 19170,132,Recreio dos Bandeirantes  ,7,TERRITORIAL,16.68,9132.857142,345394.58,4631256.375714,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330360,103580,RUA ODILON MARTINS DE ANDRADE,132,Recreio dos Bandeirantes  ,7,TERRITORIAL,35.714285,595.0,289285.721428,771428.642857,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330361,103804,RUA EDWALDO DE VASCONCELLOS,132,Recreio dos Bandeirantes  ,3,TERRITORIAL,44.333333,540.0,443333.333333,1000000.0,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330362,103879,RUA HELIO MODESTO,132,Recreio dos Bandeirantes  ,3,TERRITORIAL,38.833333,595.0,366000.006666,1100000.023333,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330363,104109,PRC MIGUEL OZORIO,132,Recreio dos Bandeirantes  ,2,TERRITORIAL,15.0,550.0,159195.15,1301649.92,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330364,104331,RUA MURILO ARAUJO,132,Recreio dos Bandeirantes  ,2,TERRITORIAL,83.335,706.5,822666.66,983975.79,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330365,104414,RUA JOAQUIM MOREIRA NEVES,132,Recreio dos Bandeirantes  ,2,TERRITORIAL,94.58,630.0,756640.0,800000.0,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330366,161117,RUA CLEMENTINA DE JESUS,132,Recreio dos Bandeirantes  ,2,TERRITORIAL,1.5,1936.0,135412.28,9016423.56,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330367,167734,RUA SAO FRANCISCO DE ASSIS,132,Recreio dos Bandeirantes  ,3,TERRITORIAL,66.926666,528.333333,505908.373333,5285646.153333,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330368,215640,RUA GIUSEPPE D'ELIA,132,Recreio dos Bandeirantes  ,2,TERRITORIAL,75.0,555.0,525569.71,651139.425,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330369,218727,RUA VITTORIO MIGLIORA,132,Recreio dos Bandeirantes  ,5,TERRITORIAL,70.0,551.0,299999.998,449999.992,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330370,220137,AVN CESAR MORANI,132,Recreio dos Bandeirantes  ,2,TERRITORIAL,50.0,820.0,387121.195,788566.04,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330371,220947,RUA NEUSA AMATO,132,Recreio dos Bandeirantes  ,4,TERRITORIAL,62.5,505.25,285146.875,465293.7475,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330372,221036,RUA MARCOS PAULO (ATOR),132,Recreio dos Bandeirantes  ,8,TERRITORIAL,50.0,584.25,381931.5425,763863.085,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330373,226936,RUA AFONSO CARLOS MARQUES DOS SANT,132,Recreio dos Bandeirantes  ,3,TERRITORIAL,83.333333,579.333333,586666.663333,826666.66,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330374,227561,RUA THIAGO DE MELLO,132,Recreio dos Bandeirantes  ,4,TERRITORIAL,62.5,525.75,372727.0225,661480.1,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330375,227611,RUA CARLOS ALFREDO MIRANDA,132,Recreio dos Bandeirantes  ,25,TERRITORIAL,50.0,580.04,365303.9048,730607.8096,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330376,227652,RUA FRANCISCO GROSS,132,Recreio dos Bandeirantes  ,9,TERRITORIAL,50.0,537.272727,346878.420909,693756.841818,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330377,229427,RUA 1 PAA 11969/PAL 46400,132,Recreio dos Bandeirantes  ,2,TERRITORIAL,50.0,592.0,199999.99,399999.98,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330378,018556,RUA CURITIBA,139,Realengo                  ,2,TERRITORIAL,100.0,1112.5,109088.015,109088.015,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330379,010629,ETR AGUA BRANCA,140,Padre Miguel              ,2,TERRITORIAL,100.0,238.5,22669.145,22669.145,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330380,166884,RUA SIMAO CRISTINO,141,Bangu,5,TERRITORIAL,82.0,222.6,38318.498,52359.644,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330381,203125,RUA LUIZ SIMOES LOPES,141,Bangu,6,TERRITORIAL,100.0,163.333333,22819.333333,22819.333333,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330382,203737,RUA JACUNDA,141,Bangu,4,TERRITORIAL,100.0,213.5,21804.5525,21804.5525,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330383,189381,RUA HELENO MARIO DE CASTRO,142,Senador Camará            ,2,TERRITORIAL,100.0,225.0,7073.23,7073.23,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330384,116418,RUA 17 PAL 24477,143,Santíssimo                ,5,TERRITORIAL,100.0,300.0,15390.55,15390.55,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330385,116475,RUA 23 PAL 24477,143,Santíssimo                ,7,TERRITORIAL,100.0,445.0,23672.115714,23672.115714,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330386,166785,RUA JOSE DE PAULA CHAVES,143,Santíssimo                ,3,TERRITORIAL,100.0,179.0,13737.48,13737.48,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330387,197186,RUA JOSE PORFIRIO DE SOUZA,143,Santíssimo                ,4,TERRITORIAL,100.0,225.0,16665.465,16665.465,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330388,015206,ETR CABUCU,144,Campo Grande,4,TERRITORIAL,100.0,359.0,87153.315,87153.315,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330389,023739,RUA EULINO NOGUEIRA,144,Campo Grande,2,TERRITORIAL,100.0,2772.5,242378.875,242378.875,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330390,031351,ETR DO MENDANHA,144,Campo Grande,6,TERRITORIAL,94.445,1647.333333,55991.775,67090.471666,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330391,215863,RUA A PAA 11467/PAL 44778,144,Campo Grande,3,TERRITORIAL,100.0,162.333333,27200.843333,27200.843333,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330392,221283,RUA BEATRIZ THIELMANN (JORNAL),144,Campo Grande,2,TERRITORIAL,75.0,361.0,6304.485,8405.975,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330393,221978,RUA MIGUEL REALE,144,Campo Grande,2,TERRITORIAL,100.0,225.0,56593.755,56593.755,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330394,224832,RUA LUIZ CARLOS TOURINHO,144,Campo Grande,2,TERRITORIAL,100.0,360.0,72617.605,72617.605,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330395,113829,RUA PRACIN ELIDIO MARTINS,145,Senador Vasconcelos       ,2,TERRITORIAL,100.0,339.0,13350.39,13350.39,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330396,012047,RUA ARATIMBO,147,Cosmos                    ,2,TERRITORIAL,100.0,360.0,54933.015,54933.015,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330397,021303,ETR DO ENCANAMENTO,147,Cosmos                    ,2,TERRITORIAL,100.0,325.0,77079.355,77079.355,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330398,172403,RUA JOAO CARVALHO,147,Cosmos                    ,2,TERRITORIAL,100.0,225.0,25595.495,25595.495,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330399,200808,RUA LARANJA LIMA,147,Cosmos                    ,17,TERRITORIAL,100.0,157.470588,24408.171764,24408.171764,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330400,134650,AVN ROBERTO MOURA,148,Paciência                 ,9,TERRITORIAL,100.0,339.888888,6346.362222,6346.362222,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330401,031732,AVN PADRE GUILHERME DECAMINADA,149,Santa Cruz                ,4,TERRITORIAL,100.0,72698.75,1199789.055,1199789.055,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330402,051367,ETR SANTA VERIDIANA,149,Santa Cruz                ,2,TERRITORIAL,100.0,28000.0,310480.08,310480.08,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330403,052514,RUA ITATINGA,149,Santa Cruz                ,2,TERRITORIAL,62.875,9753.0,21468.075,44561.15,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
1330404,087049,AVN BRASIL,149,Santa Cruz                ,6,TERRITORIAL,100.0,147.0,16650.56,16650.56,COMPRA E VENDA,2011,Prefeitura da Cidade do Rio de Janeiro
